entity_id,ip,geo_country,asn,asn_org
,10.20.11.105,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.11.106,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.11.107,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.11.108,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.11.109,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.11.110,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.11.111,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.11.112,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.11.113,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.11.114,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.11.115,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.11.116,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.11.117,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.11.118,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.11.119,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.11.120,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.11.121,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.11.122,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.11.123,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.11.124,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.11.125,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.11.126,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.11.127,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.11.128,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.11.129,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.11.130,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.11.131,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.11.132,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.11.133,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.11.134,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.11.135,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.11.136,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.11.137,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.11.138,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.11.139,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.11.140,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.11.141,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.11.142,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.11.143,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.11.144,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.11.145,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.11.146,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.11.147,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.11.148,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.11.149,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.11.150,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.11.151,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.11.152,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.11.153,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.11.154,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.11.155,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.11.156,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.11.157,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.11.158,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.11.159,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.11.160,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.11.161,US,64532,Synthetic US Transit Cooperative 1
,10.20.11.162,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.11.163,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.11.164,US,64532,Synthetic US Transit Cooperative 1
,10.20.11.165,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.11.166,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.11.167,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.11.168,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.11.169,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.11.170,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.11.171,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.11.172,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.11.173,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.11.174,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.11.175,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.11.176,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.11.177,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.11.178,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.11.179,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.11.180,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.11.181,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.11.182,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.11.183,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.11.184,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.11.185,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.11.186,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.11.187,US,64532,Synthetic US Transit Cooperative 1
,10.20.11.188,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.11.189,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.11.190,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.11.191,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.11.192,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.11.193,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.11.194,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.11.195,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.11.196,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.11.197,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.11.198,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.11.199,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.11.200,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.11.201,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.11.202,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.11.203,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.11.204,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.11.205,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.11.206,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.11.207,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.11.208,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.11.209,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.11.210,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.11.211,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.11.212,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.11.213,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.11.214,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.11.215,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.11.216,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.11.217,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.11.218,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.11.219,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.11.220,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.11.221,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.11.222,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.11.223,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.11.224,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.11.225,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.11.226,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.11.227,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.11.228,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.11.229,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.11.230,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.11.231,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.11.232,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.11.233,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.11.234,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.11.235,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.11.236,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.11.237,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.11.238,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.11.239,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.11.240,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.11.241,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.11.242,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.11.243,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.11.244,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.1,MX,64574,Synthetic MX Transit Cooperative 1
,192.0.2.2,CO,64550,Synthetic CO Transit Cooperative 1
,192.0.2.3,IT,64571,Synthetic IT Transit Cooperative 2
,192.0.2.4,SG,64531,Synthetic SG Transit Cooperative 2
,192.0.2.5,US,64533,Synthetic US Transit Cooperative 2
,192.0.2.6,SG,64531,Synthetic SG Transit Cooperative 2
,192.0.2.7,RO,64587,Synthetic RO Transit Cooperative 2
,192.0.2.8,JP,64527,Synthetic JP Transit Cooperative 2
,192.0.2.9,BE,64542,Synthetic BE Transit Cooperative 1
,192.0.2.10,AT,64540,Synthetic AT Transit Cooperative 1
,192.0.2.11,VN,64597,Synthetic VN Transit Cooperative 2
,192.0.2.12,DK,64555,Synthetic DK Transit Cooperative 2
,192.0.2.13,ES,64557,Synthetic ES Transit Cooperative 2
,192.0.2.14,SE,64589,Synthetic SE Transit Cooperative 2
,192.0.2.15,GR,64561,Synthetic GR Transit Cooperative 2
,192.0.2.16,IT,64570,Synthetic IT Transit Cooperative 1
,192.0.2.17,CL,64547,Synthetic CL Transit Cooperative 2
,192.0.2.18,BE,64543,Synthetic BE Transit Cooperative 2
,192.0.2.19,US,64533,Synthetic US Transit Cooperative 2
,192.0.2.20,UA,64595,Synthetic UA Transit Cooperative 2
,192.0.2.21,CH,64545,Synthetic CH Transit Cooperative 2
,192.0.2.22,AT,64540,Synthetic AT Transit Cooperative 1
,192.0.2.23,ID,64565,Synthetic ID Transit Cooperative 2
,192.0.2.24,GR,64561,Synthetic GR Transit Cooperative 2
,192.0.2.25,AT,64540,Synthetic AT Transit Cooperative 1
,192.0.2.26,GB,64523,Synthetic GB Transit Cooperative 2
,192.0.2.27,ID,64565,Synthetic ID Transit Cooperative 2
,192.0.2.28,MX,64574,Synthetic MX Transit Cooperative 1
,192.0.2.29,PL,64583,Synthetic PL Transit Cooperative 2
,192.0.2.30,IN,64524,Synthetic IN Transit Cooperative 1
,192.0.2.31,CH,64545,Synthetic CH Transit Cooperative 2
,192.0.2.32,NL,64529,Synthetic NL Transit Cooperative 2
,192.0.2.33,ES,64556,Synthetic ES Transit Cooperative 1
,192.0.2.34,UA,64594,Synthetic UA Transit Cooperative 1
,192.0.2.35,VN,64596,Synthetic VN Transit Cooperative 1
,192.0.2.36,CO,64551,Synthetic CO Transit Cooperative 2
,192.0.2.37,FR,64520,Synthetic FR Transit Cooperative 1
,192.0.2.38,SE,64589,Synthetic SE Transit Cooperative 2
,192.0.2.39,UA,64594,Synthetic UA Transit Cooperative 1
,192.0.2.40,FI,64559,Synthetic FI Transit Cooperative 2
,192.0.2.41,BR,64514,Synthetic BR Transit Cooperative 1
,192.0.2.42,PT,64585,Synthetic PT Transit Cooperative 2
,192.0.2.43,PT,64584,Synthetic PT Transit Cooperative 1
,192.0.2.44,ES,64556,Synthetic ES Transit Cooperative 1
,192.0.2.45,VN,64597,Synthetic VN Transit Cooperative 2
,192.0.2.46,NL,64529,Synthetic NL Transit Cooperative 2
,192.0.2.47,AU,64512,Synthetic AU Transit Cooperative 1
,192.0.2.48,ZA,64535,Synthetic ZA Transit Cooperative 2
,192.0.2.49,MY,64576,Synthetic MY Transit Cooperative 1
,192.0.2.50,DE,64518,Synthetic DE Transit Cooperative 1
,192.0.2.51,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.52,AR,64539,Synthetic AR Transit Cooperative 2
,192.0.2.53,CA,64516,Synthetic CA Transit Cooperative 1
,192.0.2.54,SG,64530,Synthetic SG Transit Cooperative 1
,192.0.2.55,PL,64582,Synthetic PL Transit Cooperative 1
,192.0.2.56,JP,64527,Synthetic JP Transit Cooperative 2
,192.0.2.57,CO,64551,Synthetic CO Transit Cooperative 2
,192.0.2.58,GR,64561,Synthetic GR Transit Cooperative 2
,192.0.2.59,JP,64527,Synthetic JP Transit Cooperative 2
,192.0.2.60,TR,64592,Synthetic TR Transit Cooperative 1
,192.0.2.61,PT,64584,Synthetic PT Transit Cooperative 1
,192.0.2.62,IN,64524,Synthetic IN Transit Cooperative 1
,192.0.2.63,CH,64545,Synthetic CH Transit Cooperative 2
,192.0.2.64,KE,64598,Synthetic KE Transit Cooperative 1
,192.0.2.65,SE,64589,Synthetic SE Transit Cooperative 2
,192.0.2.66,SE,64589,Synthetic SE Transit Cooperative 2
,192.0.2.67,CN,64549,Synthetic CN Transit Cooperative 2
,192.0.2.68,VN,64597,Synthetic VN Transit Cooperative 2
,192.0.2.69,MX,64575,Synthetic MX Transit Cooperative 2
,192.0.2.70,ZA,64535,Synthetic ZA Transit Cooperative 2
,192.0.2.71,CN,64549,Synthetic CN Transit Cooperative 2
,192.0.2.72,UA,64594,Synthetic UA Transit Cooperative 1
,192.0.2.73,NG,64601,Synthetic NG Transit Cooperative 2
,192.0.2.74,CZ,64553,Synthetic CZ Transit Cooperative 2
,192.0.2.75,NZ,64581,Synthetic NZ Transit Cooperative 2
,192.0.2.76,TR,64593,Synthetic TR Transit Cooperative 2
,192.0.2.77,KE,64598,Synthetic KE Transit Cooperative 1
,192.0.2.78,SE,64588,Synthetic SE Transit Cooperative 1
,192.0.2.79,CN,64548,Synthetic CN Transit Cooperative 1
,192.0.2.80,UA,64595,Synthetic UA Transit Cooperative 2
,192.0.2.81,GB,64523,Synthetic GB Transit Cooperative 2
,192.0.2.82,AE,64536,Synthetic AE Transit Cooperative 1
,192.0.2.83,KE,64599,Synthetic KE Transit Cooperative 2
,192.0.2.84,RO,64586,Synthetic RO Transit Cooperative 1
,192.0.2.85,VN,64597,Synthetic VN Transit Cooperative 2
,192.0.2.86,TH,64591,Synthetic TH Transit Cooperative 2
,192.0.2.87,MY,64576,Synthetic MY Transit Cooperative 1
,192.0.2.88,NO,64578,Synthetic NO Transit Cooperative 1
,192.0.2.89,IN,64524,Synthetic IN Transit Cooperative 1
,192.0.2.90,TR,64592,Synthetic TR Transit Cooperative 1
,192.0.2.91,TR,64592,Synthetic TR Transit Cooperative 1
,192.0.2.92,CA,64516,Synthetic CA Transit Cooperative 1
,192.0.2.93,AT,64541,Synthetic AT Transit Cooperative 2
,192.0.2.94,NZ,64581,Synthetic NZ Transit Cooperative 2
,192.0.2.95,AU,64513,Synthetic AU Transit Cooperative 2
,192.0.2.96,IN,64524,Synthetic IN Transit Cooperative 1
,192.0.2.97,ES,64556,Synthetic ES Transit Cooperative 1
,192.0.2.98,NZ,64581,Synthetic NZ Transit Cooperative 2
,192.0.2.99,FR,64520,Synthetic FR Transit Cooperative 1
,192.0.2.100,HK,64563,Synthetic HK Transit Cooperative 2
,192.0.2.101,SE,64588,Synthetic SE Transit Cooperative 1
,192.0.2.102,JP,64526,Synthetic JP Transit Cooperative 1
,192.0.2.103,DE,64519,Synthetic DE Transit Cooperative 2
,192.0.2.104,UA,64595,Synthetic UA Transit Cooperative 2
,192.0.2.105,PT,64585,Synthetic PT Transit Cooperative 2
,192.0.2.106,IT,64571,Synthetic IT Transit Cooperative 2
,192.0.2.107,IT,64570,Synthetic IT Transit Cooperative 1
,192.0.2.108,UA,64594,Synthetic UA Transit Cooperative 1
,192.0.2.109,PT,64585,Synthetic PT Transit Cooperative 2
,192.0.2.110,JP,64526,Synthetic JP Transit Cooperative 1
,192.0.2.111,IL,64568,Synthetic IL Transit Cooperative 1
,192.0.2.112,AU,64513,Synthetic AU Transit Cooperative 2
,192.0.2.113,KE,64599,Synthetic KE Transit Cooperative 2
,192.0.2.114,CZ,64553,Synthetic CZ Transit Cooperative 2
,192.0.2.115,FI,64558,Synthetic FI Transit Cooperative 1
,192.0.2.116,CH,64545,Synthetic CH Transit Cooperative 2
,192.0.2.117,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.118,PL,64582,Synthetic PL Transit Cooperative 1
,192.0.2.119,AE,64536,Synthetic AE Transit Cooperative 1
,192.0.2.120,GB,64522,Synthetic GB Transit Cooperative 1
,192.0.2.121,HK,64563,Synthetic HK Transit Cooperative 2
,192.0.2.122,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.123,PL,64582,Synthetic PL Transit Cooperative 1
,192.0.2.124,SE,64588,Synthetic SE Transit Cooperative 1
,192.0.2.125,IT,64570,Synthetic IT Transit Cooperative 1
,192.0.2.126,JP,64526,Synthetic JP Transit Cooperative 1
,192.0.2.127,AE,64536,Synthetic AE Transit Cooperative 1
,192.0.2.128,DE,64518,Synthetic DE Transit Cooperative 1
,192.0.2.129,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.130,MY,64577,Synthetic MY Transit Cooperative 2
,192.0.2.131,AE,64537,Synthetic AE Transit Cooperative 2
,192.0.2.132,NO,64579,Synthetic NO Transit Cooperative 2
,192.0.2.133,RO,64587,Synthetic RO Transit Cooperative 2
,192.0.2.134,SE,64589,Synthetic SE Transit Cooperative 2
,192.0.2.135,UA,64595,Synthetic UA Transit Cooperative 2
,192.0.2.136,JP,64526,Synthetic JP Transit Cooperative 1
,192.0.2.137,TH,64591,Synthetic TH Transit Cooperative 2
,192.0.2.138,DE,64518,Synthetic DE Transit Cooperative 1
,192.0.2.139,FR,64521,Synthetic FR Transit Cooperative 2
,192.0.2.140,CA,64516,Synthetic CA Transit Cooperative 1
,192.0.2.141,CA,64517,Synthetic CA Transit Cooperative 2
,192.0.2.142,GR,64561,Synthetic GR Transit Cooperative 2
,192.0.2.143,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.144,ID,64564,Synthetic ID Transit Cooperative 1
,192.0.2.145,SE,64588,Synthetic SE Transit Cooperative 1
,192.0.2.146,BR,64514,Synthetic BR Transit Cooperative 1
,192.0.2.147,KE,64598,Synthetic KE Transit Cooperative 1
,192.0.2.148,MX,64575,Synthetic MX Transit Cooperative 2
,192.0.2.149,MY,64577,Synthetic MY Transit Cooperative 2
,192.0.2.150,AE,64537,Synthetic AE Transit Cooperative 2
,192.0.2.151,ES,64556,Synthetic ES Transit Cooperative 1
,192.0.2.152,MX,64575,Synthetic MX Transit Cooperative 2
,192.0.2.153,AR,64539,Synthetic AR Transit Cooperative 2
,192.0.2.154,NL,64529,Synthetic NL Transit Cooperative 2
,192.0.2.155,UA,64595,Synthetic UA Transit Cooperative 2
,192.0.2.156,CN,64549,Synthetic CN Transit Cooperative 2
,192.0.2.157,SG,64531,Synthetic SG Transit Cooperative 2
,192.0.2.158,BR,64514,Synthetic BR Transit Cooperative 1
,192.0.2.159,CO,64551,Synthetic CO Transit Cooperative 2
,192.0.2.160,RO,64587,Synthetic RO Transit Cooperative 2
,192.0.2.161,NG,64600,Synthetic NG Transit Cooperative 1
,192.0.2.162,MY,64577,Synthetic MY Transit Cooperative 2
,192.0.2.163,IE,64567,Synthetic IE Transit Cooperative 2
,192.0.2.164,DE,64519,Synthetic DE Transit Cooperative 2
,192.0.2.165,NO,64578,Synthetic NO Transit Cooperative 1
,192.0.2.166,IE,64567,Synthetic IE Transit Cooperative 2
,192.0.2.167,CZ,64553,Synthetic CZ Transit Cooperative 2
,192.0.2.168,FR,64520,Synthetic FR Transit Cooperative 1
,192.0.2.169,SG,64530,Synthetic SG Transit Cooperative 1
,192.0.2.170,US,64532,Synthetic US Transit Cooperative 1
,192.0.2.171,NG,64600,Synthetic NG Transit Cooperative 1
,192.0.2.172,BE,64542,Synthetic BE Transit Cooperative 1
,192.0.2.173,MX,64574,Synthetic MX Transit Cooperative 1
,192.0.2.174,IN,64525,Synthetic IN Transit Cooperative 2
,192.0.2.175,IL,64568,Synthetic IL Transit Cooperative 1
,192.0.2.176,CN,64549,Synthetic CN Transit Cooperative 2
,192.0.2.177,FR,64521,Synthetic FR Transit Cooperative 2
,192.0.2.178,CL,64546,Synthetic CL Transit Cooperative 1
,192.0.2.179,ZA,64535,Synthetic ZA Transit Cooperative 2
,192.0.2.180,NO,64578,Synthetic NO Transit Cooperative 1
,192.0.2.181,ID,64564,Synthetic ID Transit Cooperative 1
,192.0.2.182,BR,64515,Synthetic BR Transit Cooperative 2
,192.0.2.183,IL,64569,Synthetic IL Transit Cooperative 2
,192.0.2.184,DE,64518,Synthetic DE Transit Cooperative 1
,192.0.2.185,ZA,64535,Synthetic ZA Transit Cooperative 2
,192.0.2.186,AU,64513,Synthetic AU Transit Cooperative 2
,192.0.2.187,AU,64512,Synthetic AU Transit Cooperative 1
,192.0.2.188,AE,64537,Synthetic AE Transit Cooperative 2
,192.0.2.189,NG,64600,Synthetic NG Transit Cooperative 1
,192.0.2.190,BR,64515,Synthetic BR Transit Cooperative 2
,192.0.2.191,SG,64530,Synthetic SG Transit Cooperative 1
,192.0.2.192,CL,64547,Synthetic CL Transit Cooperative 2
,192.0.2.193,NG,64601,Synthetic NG Transit Cooperative 2
,192.0.2.194,IL,64568,Synthetic IL Transit Cooperative 1
,192.0.2.195,SE,64588,Synthetic SE Transit Cooperative 1
,192.0.2.196,BR,64514,Synthetic BR Transit Cooperative 1
,192.0.2.197,KE,64599,Synthetic KE Transit Cooperative 2
,192.0.2.198,TR,64592,Synthetic TR Transit Cooperative 1
,192.0.2.199,UA,64594,Synthetic UA Transit Cooperative 1
,192.0.2.200,CL,64547,Synthetic CL Transit Cooperative 2
,192.0.2.201,KE,64599,Synthetic KE Transit Cooperative 2
,192.0.2.202,HK,64562,Synthetic HK Transit Cooperative 1
,192.0.2.203,PL,64582,Synthetic PL Transit Cooperative 1
,192.0.2.204,DK,64554,Synthetic DK Transit Cooperative 1
,192.0.2.205,CN,64549,Synthetic CN Transit Cooperative 2
,192.0.2.206,NZ,64580,Synthetic NZ Transit Cooperative 1
,192.0.2.207,MY,64576,Synthetic MY Transit Cooperative 1
,192.0.2.208,PL,64582,Synthetic PL Transit Cooperative 1
,192.0.2.209,BE,64543,Synthetic BE Transit Cooperative 2
,192.0.2.210,RO,64587,Synthetic RO Transit Cooperative 2
,192.0.2.211,NG,64600,Synthetic NG Transit Cooperative 1
,192.0.2.212,FR,64521,Synthetic FR Transit Cooperative 2
,192.0.2.213,CL,64546,Synthetic CL Transit Cooperative 1
,192.0.2.214,BE,64542,Synthetic BE Transit Cooperative 1
,192.0.2.215,HK,64563,Synthetic HK Transit Cooperative 2
,192.0.2.216,CA,64517,Synthetic CA Transit Cooperative 2
,192.0.2.217,JP,64527,Synthetic JP Transit Cooperative 2
,192.0.2.218,CL,64547,Synthetic CL Transit Cooperative 2
,192.0.2.219,NZ,64581,Synthetic NZ Transit Cooperative 2
,192.0.2.220,GR,64560,Synthetic GR Transit Cooperative 1
,192.0.2.221,IT,64571,Synthetic IT Transit Cooperative 2
,192.0.2.222,ES,64556,Synthetic ES Transit Cooperative 1
,192.0.2.223,GR,64561,Synthetic GR Transit Cooperative 2
,192.0.2.224,FR,64520,Synthetic FR Transit Cooperative 1
,192.0.2.225,CL,64547,Synthetic CL Transit Cooperative 2
,192.0.2.226,ZA,64535,Synthetic ZA Transit Cooperative 2
,192.0.2.227,PL,64583,Synthetic PL Transit Cooperative 2
,192.0.2.228,FI,64559,Synthetic FI Transit Cooperative 2
,192.0.2.229,GB,64522,Synthetic GB Transit Cooperative 1
,192.0.2.230,UA,64594,Synthetic UA Transit Cooperative 1
,192.0.2.231,CH,64545,Synthetic CH Transit Cooperative 2
,192.0.2.232,DE,64519,Synthetic DE Transit Cooperative 2
,192.0.2.233,NO,64578,Synthetic NO Transit Cooperative 1
,192.0.2.234,ES,64556,Synthetic ES Transit Cooperative 1
,192.0.2.235,IT,64570,Synthetic IT Transit Cooperative 1
,192.0.2.236,ZA,64535,Synthetic ZA Transit Cooperative 2
,192.0.2.237,AT,64540,Synthetic AT Transit Cooperative 1
,192.0.2.238,PT,64585,Synthetic PT Transit Cooperative 2
,192.0.2.239,MX,64574,Synthetic MX Transit Cooperative 1
,192.0.2.240,FR,64520,Synthetic FR Transit Cooperative 1
,192.0.2.241,GR,64561,Synthetic GR Transit Cooperative 2
,192.0.2.242,ES,64557,Synthetic ES Transit Cooperative 2
,192.0.2.243,GB,64523,Synthetic GB Transit Cooperative 2
,192.0.2.244,ZA,64534,Synthetic ZA Transit Cooperative 1
,192.0.2.245,CO,64550,Synthetic CO Transit Cooperative 1
,192.0.2.246,NZ,64581,Synthetic NZ Transit Cooperative 2
,192.0.2.247,TH,64590,Synthetic TH Transit Cooperative 1
,192.0.2.248,KR,64573,Synthetic KR Transit Cooperative 2
,192.0.2.249,CA,64517,Synthetic CA Transit Cooperative 2
,192.0.2.250,CO,64551,Synthetic CO Transit Cooperative 2
,192.0.2.251,SG,64531,Synthetic SG Transit Cooperative 2
,192.0.2.252,CL,64547,Synthetic CL Transit Cooperative 2
,192.0.2.253,CA,64517,Synthetic CA Transit Cooperative 2
,192.0.2.254,MY,64577,Synthetic MY Transit Cooperative 2
,198.51.100.1,CO,64550,Synthetic CO Transit Cooperative 1
,198.51.100.2,IN,64524,Synthetic IN Transit Cooperative 1
,198.51.100.3,BR,64515,Synthetic BR Transit Cooperative 2
,198.51.100.4,BR,64515,Synthetic BR Transit Cooperative 2
,198.51.100.5,MY,64576,Synthetic MY Transit Cooperative 1
,198.51.100.6,PT,64584,Synthetic PT Transit Cooperative 1
,198.51.100.7,BR,64515,Synthetic BR Transit Cooperative 2
,198.51.100.8,GB,64523,Synthetic GB Transit Cooperative 2
,198.51.100.9,CH,64545,Synthetic CH Transit Cooperative 2
,198.51.100.10,JP,64526,Synthetic JP Transit Cooperative 1
,198.51.100.11,VN,64597,Synthetic VN Transit Cooperative 2
,198.51.100.12,GB,64522,Synthetic GB Transit Cooperative 1
,198.51.100.13,AE,64536,Synthetic AE Transit Cooperative 1
,198.51.100.14,SE,64588,Synthetic SE Transit Cooperative 1
,198.51.100.15,AT,64541,Synthetic AT Transit Cooperative 2
,198.51.100.16,AT,64541,Synthetic AT Transit Cooperative 2
,198.51.100.17,CH,64545,Synthetic CH Transit Cooperative 2
,198.51.100.18,ID,64565,Synthetic ID Transit Cooperative 2
,198.51.100.19,VN,64597,Synthetic VN Transit Cooperative 2
,198.51.100.20,US,64533,Synthetic US Transit Cooperative 2
,198.51.100.21,CH,64544,Synthetic CH Transit Cooperative 1
,198.51.100.22,HK,64562,Synthetic HK Transit Cooperative 1
,198.51.100.23,UA,64595,Synthetic UA Transit Cooperative 2
,198.51.100.24,BE,64543,Synthetic BE Transit Cooperative 2
,198.51.100.25,IN,64524,Synthetic IN Transit Cooperative 1
,198.51.100.26,FR,64520,Synthetic FR Transit Cooperative 1
,198.51.100.27,HK,64562,Synthetic HK Transit Cooperative 1
,198.51.100.28,IT,64571,Synthetic IT Transit Cooperative 2
