source_record_id,txid,scenario_family,scenario_instance_id,ground_truth_role,label_strength,expected_signals,expected_pattern_kind,contamination_note
R00036209,fc95127ef9da6a3d9db0d788f53ec96f4ce8e7af1c7c4789f687a0c3207843f5,A,,background,weak,,none,
R00036210,825afd80f416ea79ca1a25918f3fbdec90db8d9352c5011d1b58e151560201c7,A,,background,weak,,none,
R00036211,e0806fec2afc1a03695be66fdd3097f3c9cdb527f44bc938fdabb70ca7ef043f,F,F-08,scenario_support,,graph,strong,
R00036212,754d45b8a576e09043a3002f9f58cc81eaf3d07f8f6d2a72df1e71a20d4045f9,F,F-02,scenario_support,,graph,weak,
R00036213,5748cfda9a43b450069d5da497b74a9bc0a69cf6382b30276700ccf63f7535a2,F,F-08,scenario_support,,graph,strong,
R00036214,8830550dcd3b9340ce9834c3565895ff8a389bee73798c4293906e264debf6cd,F,F-02,scenario_support,,graph,weak,
R00036215,e793622edab5759618ca23716fd59c3259e6802a974e9066fa7be3132129ab68,A,,background,weak,,none,
R00036216,fba634550525baef114f24fd3a488864c20b7075d7b3d443d286709975321e91,A,,background,weak,,none,
R00036217,5b4e853fa4644c7ae785f88e8e2623c0ad2883eea341e7622d30e2656da4c10c,A,,background,weak,,none,
R00036218,a49c18d51d69956d69f964845a9e3c34c4a10badaf855adf3273de24dbdff0e1,F,F-02,scenario_support,,graph,weak,
R00036219,e8beedc28aaf632e72f4100a0d2cbbe649f58d3de971ee73097bab8d9c376bbf,F,F-08,scenario_support,,graph,strong,
R00036220,614688a2c1b28c82b9f39dce2d18ee6f5c78fc76f6e1b7625659dc1a118efeee,F,F-08,scenario_support,,graph,strong,
R00036221,2363eb41b23e5d31e34a657a1c7213b74e11e6dfacf4305dfea5f000e2a7f144,F,F-02,scenario_support,,graph,weak,
R00036222,07a0cccee56a96c90cfaf80cdf3198af58585ee10a11f5ed8900ef194878edcd,F,F-02,scenario_support,,graph,weak,
R00036223,677fef27d42365a3cd5da9528f53e876e4e4e0d7113b3c17ab82cc22025bd3e6,F,F-08,scenario_support,,graph,strong,
R00036224,13abbf9bb9b84ee1be4c5a558f58b44aa43b1f68277167b5534f2ef74a37a878,A,,background,weak,,none,
R00036225,052e75bb202a220c92d9f931dfb8ece928e63a77ac3b73191f23b19efc9abb76,A,,background,weak,,none,
R00036226,1a7644e82fbaeb0c44dcfa28ed216a51cdc28b4b916f5996831bc5e6f5cf9faf,F,F-02,scenario_support,,graph,weak,
R00036227,7a4a1fd844df0b7c055186788cc6dec588f79c2001618403bdc6d7300be6500a,A,,background,weak,,none,
R00036228,45f2661e67fd49d322378b44bdf26b62bc071718b63dbbd2ce34176d87f6c017,A,,background,weak,,none,
R00036229,43f4e11c3446a1e2193595f01e5e8da2a1c02980df8140ea03a3b150ca4a9129,F,F-08,scenario_support,,graph,strong,
R00036230,13affbd36fc93fa06773c4e7cd05be8a88c76789caa6e038c0d75c9cb50f7a4a,A,,background,weak,,none,
R00036231,437a2b51b4ff4a2f37a35fea479e0ace5ac26b3e3671801baccb2ddcbc67262d,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036232,ede34f9d31181c2e946a9b113b40bc888fec307ffd99a7d71cfd0947da0c0e50,A,,background,weak,,none,
R00036233,252127eec4e37dce8a15712b3ad941a06dddcf3a25a2c6c668effb0d606a67f2,F,F-08,scenario_support,,graph,strong,
R00036234,56fe24588cc5e7118c44f40d333ce2fd59eb08026588a282c62384f04ac7332e,F,F-02,scenario_support,,graph,weak,
R00036235,bcb084c4556808894bcadd767dc5a5247bf6cf9488f4366f5d1ae74841f2e291,A,,background,weak,,none,
R00036236,ffa3799cd3295d1f2c4eb45e84eb420d5f3326f62f406b51353af167ca665733,F,F-08,scenario_support,,graph,strong,
R00036237,35c62dfc746d7658bf38d650b5806ff86ff09e0667fcc9f3049594cb86d6ece1,F,F-02,scenario_support,,graph,weak,
R00036238,149e057129f7dc6b08378c6d3569f1c079884fbe949ea32cbbba1e8d058e3dc2,H,H-01,scenario_core,weak,graph,none,contains_embedded_C
R00036239,98b2f4b934c35151838581d4af399535031b5d3d4b2c99ef1a1ca41739898892,A,,background,weak,,none,
R00036240,232efd7e1de4afe891f9ef8c9a94dcebafc1217ebd89343267dc031dbf24a8cc,F,F-02,scenario_support,,graph,weak,
R00036241,d40cd520c025424b5aa46379823646c3f1d186f60da23e494b35196eb9c936a3,F,F-08,scenario_support,,graph,strong,
R00036242,527eb8ef792f8d9b959dfb7d1aaa1cda372297c7a6ec52156efedf13fd3a9ca3,A,,background,weak,,none,
R00036243,3b6c82127f971ea1e3387833dea763be2841f4b359c9e05de6e892c069b0feed,F,F-08,scenario_support,,graph,strong,
R00036244,91580a48e364b28252f5848850d57ee185e9c21246e2a2d2a88d711a070795c3,F,F-02,scenario_support,,graph,weak,
R00036245,067f77d1a912a70f98cc11cd1f75830fd1bcfefe3c671e238dd1102655a5538f,A,,background,weak,,none,
R00036246,52f353d9dcb21a91cd09c43e1a3b0ea55f1c9ea8dc9de5dccd6679adee4a4fc1,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036247,11f412274c4837aacfbc8f9ca9762c09675b3b5dd030f948adfc4205d8d68e9e,F,F-02,scenario_support,,graph,weak,
R00036248,5cc81c47674cddb1f5b5206aac39ca4396d64c655b638c28206d3e2fba2bc622,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036249,71e7aa76bdab2357ab94ef9310bbe222861735e39f3b0da5823ec486e5969c8c,F,F-08,scenario_support,,graph,strong,
R00036250,15c853d3c707c5b9afa9482139e149c513b66a49ccb38a3684c07a629b3df669,F,F-02,scenario_support,,graph,weak,
R00036251,649248ce562b83456afaee9fc5212087e141e1a193addfb56513b4d82e3e2a94,F,F-08,scenario_support,,graph,strong,
R00036252,1ca4361191955169e680d306f25fd1524d28a9d0574a35b39dab07cf97679849,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036253,e54f47fb89123a9cc739e5e38065a824dd7a21a435878977f51f8aa06cbc1f3f,F,F-02,scenario_support,,graph,weak,
R00036254,a650c44cfc7cac4ae4fc9894ace32facbe1826556a2d07afcde7ff71fc6c9757,A,,background,weak,,none,
R00036255,36752437c49dc8df3ba1171658248bddedbc122dc3f7424cc0f2c6f5a9a227a3,A,,background,weak,,none,
R00036256,36752437c49dc8df3ba1171658248bddedbc122dc3f7424cc0f2c6f5a9a227a3,A,,background,weak,,none,
R00036257,ca71358d22ad9ba60d683ac3f72c852b228c277f075b3abbcd001c7ff202548e,F,F-08,scenario_support,,graph,strong,
R00036258,2bdcc8754c1ac0694504a83ddd87c907865b9dea66581fdaad8cc13051507888,A,,background,weak,,none,
R00036259,0912a7055be870ed9b224e3fde83439811fbcfe4acff0f41d73fc1203e4ac7d8,H,H-06,scenario_core,weak,graph,none,
R00036260,f6e7aa5b0b950148fa702794e923e3a9388cf837e048e2df7411f87887777974,F,F-08,scenario_support,,graph,strong,
R00036261,6888498e28124779084838b05530f42f15cf6c1b9d2b0733165ba270987bbc4c,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036262,55ef2c4cfb23cb64179d893ede95bc80fdbcc7b79ccf86448e75a4234a0f74ad,F,F-02,scenario_support,,graph,weak,
R00036263,a3b3d44716f4241ea0d828c983f367ea590ed15e6ad04bc0c15247142a367296,F,F-02,scenario_support,,graph,weak,
R00036264,3be78b946afcebb55cdb2eef4e23c84fb165083caafbd7f0acaad78ac0f01b36,F,F-08,scenario_support,,graph,strong,
R00036265,3cf577b4ecddc45e963e7893d47648948ccc5eab4d06e61b869414445b64bd42,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036266,9b14a9c2ee7bcb4786701b8b5f7f5b6c763c7dba4140bd26f82dbf7f1430a6ec,A,,background,weak,,none,
R00036267,c954dc1b1c757c82be847ad864fd715fe10e4ab6db68879b3ea4e2bfdfc09612,A,,background,weak,,none,
R00036268,6956447f967e847b94c5ec66b7079fd6bf3c4a794457ff7026d76172b6e06271,F,F-08,scenario_support,,graph,strong,
R00036269,c368308ac815387db29ac8975c2b9fb52173cef4fa04c5735495471949470ee3,F,F-02,scenario_support,,graph,weak,
R00036270,60df1909ad3fb8506be5e7d5a48dbbe6afa0ba2b61c7cbf49a32d689de4c719f,F,F-02,scenario_support,,graph,weak,
R00036271,0caed0bf0e3dd7243f88d2afb952b5cbce5bd6c6844d654e258b48a9fdf774f4,F,F-08,scenario_support,,graph,strong,
R00036272,661c7d330f233a3fdc12e3e457321f116954d1271ca3fbe8ac13b6dfc4b83538,F,F-02,scenario_support,,graph,weak,
R00036273,78deaea361117f426ac016db21c582b7920fb0bce729156c767942854f911a7c,F,F-08,scenario_support,,graph,strong,
R00036274,b11aa71387364517b058d027f0ff1a36379074c413caa939abf8c67286a6cd7f,F,F-08,scenario_support,,graph,strong,
R00036275,cacf01349e8ef55eecbecec7c7bfc3d8a706391feab03666e5c2857eb12b667a,F,F-02,scenario_support,,graph,weak,
R00036276,137f338c27fd855f38af5c0e11f9b9bdcfa6035fce38ccf048f58ffcfb48ce33,A,,background,weak,,none,
R00036277,de7cf9e6a210f33f2b18cda0aa4ecf59d18d458630d55b779e574eda3755374d,F,F-02,scenario_support,,graph,weak,
R00036278,166d1b999a40458525fb0b68b52ee1bb6ff87c083daa40da80167fede43b6b58,F,F-08,scenario_support,,graph,strong,
R00036279,7d8131ab88f3bcf2842b5af1bd4f458f7e1be60f1ae15ed7a7a1794030aaacb3,F,F-02,scenario_support,,graph,weak,
R00036280,0c210aa2367cc5e90a63399931be98ad4a63987888de69df1c2e8120ddcdf709,F,F-08,scenario_support,,graph,strong,
R00036281,dd3b718f4f2543c2c0887f4c50b0cfae5c0f5ff738cc43161cbc385df496f15a,H,H-04,scenario_core,weak,graph,none,
R00036282,dad31272fa6787d41c0783ecfd831ead1206e1903b3ccc61c26a31517cf01daa,F,F-08,scenario_support,,graph,strong,
R00036283,a309a012765d1c3e34752affc856e4bb8312c8c02c663721eee5cee5a0d367f6,F,F-02,scenario_support,,graph,weak,
R00036284,84deae84122621e3c4bffcda41ee3bf695de97b2f721061d6bfd2376faea3ea0,A,,background,weak,,none,
R00036285,3a43517667ff3b822e23eae22ee264ecf9dad89d58027d74f2509154861014e3,F,F-08,scenario_support,,graph,strong,
R00036286,1c7c511c1668b76ba4c9daf2023a7c3b777d14a42a11192ae73777020e6985c5,F,F-02,scenario_support,,graph,weak,
R00036287,aeb926e243ea1faab1eb59017d1c1ce7e1b38b9632f6f55c40a9ce71b8273fbb,A,,background,weak,,none,
R00036288,1711221c0df261c0bd35ac459c3786bb3d849cfc10e687c9b40c33c840d5a1f8,A,,background,weak,,none,
R00036289,03a9171dfa69149ef80a8de12a1edaeae417d45a0e563e563b4a991d02026cc3,A,,background,weak,,none,
R00036290,7bc0140b83bbbfaf32ef244e3286c9009c0fee64a8e352a53ea976806236ba4b,A,,background,weak,,none,
R00036291,f6a401a3e6d24dfa59cd44fb7525944f8c2c114da01bfa03425d04f4aa9b46c8,F,F-02,scenario_support,,graph,weak,
R00036292,1c6c50498c235cb18299ed6c4e025dca4e4c20f82755369254b27dbab22ac277,F,F-08,scenario_support,,graph,strong,
R00036293,d3b87f52bf81a735c8e834254517cc2f6c6a324b38d28751fef18108c65c9fb5,H,H-04,scenario_core,weak,graph,none,
R00036294,58a264d787481b2a5236fcb73ac269675083fd60cee4d0a0dc23290434555f3f,A,,background,weak,,none,
R00036295,e369ac0bc4e44611ccf0dd44bf5f716a5ac19cd22816f445056576167a8796f8,F,F-02,scenario_support,,graph,weak,
R00036296,746a2f4b5a5a2fb5fcdaf37decd7a22dc2ec35d801ae4a9ca6520e66f1d26ea8,F,F-08,scenario_support,,graph,strong,
R00036297,72c86c914811fe9b3cd9668d66cc7e93d6a8f5717aedd5f05acbc35f80816cd2,F,F-08,scenario_support,,graph,strong,
R00036298,284f1b69f2f0745954bcb75f57517842d147533d1f88094eb0c4f5a0bd756079,F,F-02,scenario_support,,graph,weak,
R00036299,c28f85fa83589d0dab48664db88c299427efe1813647048fab9037ae25ab5fd2,A,,background,weak,,none,
R00036300,57f297ba31e0688b06461c790c64fdd0be2380570de6694c5512b93e322c2986,F,F-08,scenario_support,,graph,strong,
R00036301,bb3c6429da66974a958962fef19f6acb5ec87142bfd7a02192fb9211a6e52b79,H,H-04,scenario_core,weak,graph,none,
R00036302,1aabe7ab35f670acbdee7aa62c27c893ef8ba02b23999b1ec47e50aacc3940c7,F,F-02,scenario_support,,graph,weak,
R00036303,54e65b54b281e56cb0925c76d15097164683ac6527afc025d3ae65abb54b2344,A,,background,weak,,none,
R00036304,9ac33a3c36fca514fddf2cb41e8d7f99a69cbfb112224c884ea15ae1e5a874b2,F,F-08,scenario_support,,graph,strong,
R00036305,9afcd69d265a0ca705b996d76c3aa308ce11e3f5d6157ed43d281f47c6f7a900,A,,background,weak,,none,
R00036306,deb11817ef99b585269285a91783adfc90d3aac6ad557eb760b7e0517ab26087,F,F-02,scenario_support,,graph,weak,
R00036307,1d320be71733f71f1d8d6f4bf3f8bfbd558c2daf6ab32cbc836d27e0b3ea4fa6,F,F-08,scenario_support,,graph,strong,
R00036308,91105645d3a00d80a2aa57f6b111bb887a1b3958713ed1cfc7039176b51d6a24,F,F-20,scenario_core,strong,graph,fan_in,
R00036309,cd0f425f725a8427f8e1d6be3b0b9c3790d39598fd27b6d368dc9e69c36407cf,F,F-02,scenario_support,,graph,weak,
R00036310,47ccea26de1c0624c13949ea0dfaeefd77659f4b02a6406aea09b1552ed02684,A,,background,weak,,none,
R00036311,36892db1502abf9d5d0835bb6d0fb3aa44c32a88c8d7652483baa7aa687f99dd,F,F-08,scenario_support,,graph,strong,
R00036312,0ef4d3a3797b91931c91ea672933454fa399590e9feae0d8e2be984346351e3d,F,F-02,scenario_support,,graph,weak,
R00036313,d91e522f785bea829d7f7ab99772c1891c6f0378e0d26c8b2c359412251adc6a,A,,background,weak,,none,
R00036314,be304e8275440759889f1e6ce1822fd1c1c0b59e54c90dd8fa372bc849901261,A,,background,weak,,none,
R00036315,e51c81fec3c1d814d1422ada2bca121c15ba5423317821c517adfcfbc3ad6855,A,,background,weak,,none,
R00036316,c687b0a3b700883815a3d72c86df61c760df806e30602aefdeb6feeab6bb3848,A,,background,weak,,none,
R00036317,41b9fe98293b7e6f84886fe2a011d5b055fb8368f0dc6d338cd83bc364d1646e,A,,background,weak,,none,
R00036318,d3e07b4992ec7dfec9036eec5b08bbef4d206cea06698545ca7209384e5af55b,A,,background,weak,,none,
R00036319,65763bd701179f6ec270bb3437af10bae8cd3e4bc8c851e1f7f4daadc13e64ec,A,,background,weak,,none,
R00036320,b0777aff9287cc92bc4dca975d9c875fd62712e7055173812e6f1290e9c39ad3,H,H-03,scenario_core,weak,graph,none,
R00036321,12ca150b80f83e5f47ade31e5a0401df167b2055e4498ecd6c069d986636d096,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036322,5b44d3b4bebc7c28bf75f8b721bbd2aac78a4ef2df2c129ff27abaa4fec85a39,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036323,eb920b0767d5aef39e2b44caf390bbec464079fb3cf1e7b496903c37e8c85d4e,A,,background,weak,,none,
R00036324,d29006f083ec55a6768cfab2b81a0d47ca1a0a44ec761acdd4a56a929d9c3ada,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036325,a5c4c3fe6b6c6d35134cd5cd9e3edaeacf12eb8837a603b7f3fa7c74e9fcee97,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036326,055cab490a81a1a2362578c30b557ee56ef3149ada7b5ea8e85acfcb8c2a5361,A,,background,weak,,none,
R00036327,8cf18625e5cb511c87a49c2f9115adfbb6b243fb4fb1cbfca663c7d267bd76be,H,H-02,scenario_core,weak,graph,none,
R00036328,061608ca7e0eff12b7adcd4f6a1d548484344f83c46bdb67fc9be9d23a13d7b3,H,H-02,scenario_core,weak,graph,none,
R00036329,99b03ed152dace51d4dd7aa681ec910f85df8e017975ed5c8edd6da87d03e249,H,H-02,scenario_core,weak,graph,none,
R00036330,15ba2f5a5d5f29c476ad9f9241cb7b17b597d177b38139533cfaa4da693b8b81,A,,background,weak,,none,
R00036331,943a314c8e8fbe4c9d054e8fe6a6607f9da3d39987c3e3f54397ae0507f8a44f,A,,background,weak,,none,
R00036332,42c6110102a81ea739234e5aef5e68a4499c99bace47386aab4a5db0b0c7e35e,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036333,61d9f529bbff91aaa97b869bdb001fb388719f227cb00623c1e50f6ef0d812b5,A,,background,weak,,none,
R00036334,4b44549357f4a2d25de4dedb992bd5f60f3d8d1bf536249495eb366d72e1af93,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036335,29ce1e2ce2f4201ac2889f2b39e13a6ddc1fa4a74e7f7c336506d5577c199cf5,A,,background,weak,,none,
R00036336,8849ac7e4366f43c47d24e8d55a73fc082f96bd5825e14bb53fe8bdf82df3f73,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036337,7d7075cd4efc91122646078cd67d63058162a833f768072d0a52e5a9d1309f44,A,,background,weak,,none,
R00036338,c3b94360f348c4206955fceb274858b21d74356436ab018269e0492178060d3b,A,,background,weak,,none,
R00036339,0d246ee3da0e370dc971631d075636ef90c1a5396416bc9a239d983bf567f9be,A,,background,weak,,none,
R00036340,e46111ad19bccbef0ee825a327f04cb91f354f099d58482ca98dc7186e930dfa,A,,background,weak,,none,
R00036341,46410b60f832671b91a64d11518f2a4ba96e86b9aa57035b79ae597eba1ac4c8,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036342,576564f4d10a9b8e9207e37586785f2e1e0d363742d939ef4a5c3d29d599b34e,A,,background,weak,,none,
R00036343,00973d70406b3231e88c7c59addf50f5a9390db396bf70b6bd417c3f62e62564,A,,background,weak,,none,
R00036344,67f4de8a94f903b33123a57fdeaa12413102ecd200d81c86d369078094265d32,A,,background,weak,,none,
R00036345,0ae52a73dd67da5312cfdb49c22a8a9bb59083cc0576b72c9f2c6aaab96e2389,A,,background,weak,,none,
R00036346,3d049117e5eb18b39f57c9ceffc23d9c468d246d5f4596dd19d52731797a3343,A,,background,weak,,none,
R00036347,11833f55a9f08f198cfb63d739c0079687ab596aa762d71d9c4355dd8ef2742d,A,,background,weak,,none,
R00036348,084dacef71f64abe8abc1ac2f1be256a3acd05f33d665b4cff739fe0b6846323,A,,background,weak,,none,
R00036349,d080de95196f12be97497e6729903e1566d670ed37c3ad2b2244728250f2ab25,A,,background,weak,,none,
R00036350,0a0bea4d067728e980f3eedbb58f5175742804cfa45e0fe659515faa85bc6f8b,A,,background,weak,,none,
R00036351,267db6ec591ef3acc12214d3669ae0769b72ebea6dc2d209480a30c7cc7e51fb,A,,background,weak,,none,
R00036352,6b3570a007ad4c545a618c6c8e43d0fd4bdf10481b6bf42f3ebc51873217e7ed,A,,background,weak,,none,
R00036353,11833f55a9f08f198cfb63d739c0079687ab596aa762d71d9c4355dd8ef2742d,A,,background,weak,,none,
R00036354,c06026004b0e2180fb610388c4cb89afb1bd77e78972c5e7c2714f0a9fcdf020,A,,background,weak,,none,
R00036355,59fdd809ac9832f20fc23e3220ca1d97482ed28c725cb76f7367265ead5b9736,A,,background,weak,,none,
R00036356,d4d37bb1c75f8175de1e19a0a7c6874e763e9defeea5f6218f9ee7ffb5533064,A,,background,weak,,none,
R00036357,3ee6f2aedeb3d4ac2dedb9e500c1ab76cb945e6f5cfdf50f6e580a347b318edc,A,,background,weak,,none,
R00036358,31311c8faaf0439722a17f043478c587179d94894c5c50c7357df5c975d49c47,H,H-04,scenario_core,weak,graph,none,
R00036359,9b55a3f9c89fd6a1bcc1a4f7171d796b5c730d8763ef563ff2cc28ea5542c72f,A,,background,weak,,none,
R00036360,e58c1c8e74feff942ca87f2fe3e49bcacc3905e21b5ac173cf669ce202f89ced,A,,background,weak,,none,
R00036361,3c96e21fa573254b9b472d397f719a443b412b2d580a58a624ad910a6d5c8308,A,,background,weak,,none,
R00036362,850f038d7a3e82202013a2417a0e860fb55338473a6477952e42834d9952ae4f,A,,background,weak,,none,
R00036363,424f132499b0b643034da25508d4563a2b6132edc812ebfcf5c57dcc961df8eb,A,,background,weak,,none,
R00036364,bc416a3a0c4c9059633282652ef771054a9bf67e4175c5cd65060607789ee03e,A,,background,weak,,none,
R00036365,bc4a5f0516e81a0bbe59d0368a28e3e04008f37158af4210ff6cf61c7c7b8fd5,A,,background,weak,,none,
R00036366,75854ee97c796c981fa0207560140ecfdeeb9e3ffb3225284c2cdf24eee48266,A,,background,weak,,none,
R00036367,a77257fb3c865c9ec8716cf076b11d54d31e52d875ec117b5f0b849227ec27be,A,,background,weak,,none,
R00036368,02426c0e658a6368fe178bd1872796beb0d01ad0fb1abeba8eadc94965abfc47,A,,background,weak,,none,
R00036369,158b6ccba86c9f41854e8d4c1b2356ce71d0e649089605d410a95f82ad575e3e,A,,background,weak,,none,
R00036370,daca48bafbd3a4bacd1fdda346d30fa49b3d5a1557ab20a6fdf153390d0bd3dc,A,,background,weak,,none,
R00036371,ff22edac5f96a41b4b1d81904fb72bc4f28b6396bfbc995b7cfa9c1ec1eba974,H,H-06,scenario_core,weak,graph,none,
R00036372,cf3d5cb49b518cf031def777f4411b9893d8035da7215c9d4414ea4ff0e1a1ba,A,,background,weak,,none,
R00036373,b70cbd2c43348dbe33b5eba31cd8b9f3669146403f55608356af301580b47a95,A,,background,weak,,none,
R00036374,1481b31c3f7ec54f3dd875a83d2e6e10b99d2fe78638e96f0ffd96f8d61efdfa,A,,background,weak,,none,
R00036375,d69b06972726dbfa1a06818c03793fe103a0cf50470590c3484e9818b88a01b0,A,,background,weak,,none,
R00036376,6eb619fbe2c443d78b035c92cc303b926afafcfc6f162a0e70c6cc15f394a793,A,,background,weak,,none,
R00036377,d8944139f7791d991bf635b6198d435d1f25c9286ca2d74ca09529c73e09d863,A,,background,weak,,none,
R00036378,423a5e4d1939b80be6b1a221dfb4d3a2318b8a294e1759ea0eaaef1791317a4b,A,,background,weak,,none,
R00036379,794fe58e5409338e9b7813335fb1ff9e6848b7c4749763370d2163b7fd91fba2,A,,background,weak,,none,
R00036380,64efc91b200272a2390b98fc1a8aa35c571c6f9160572cf4e967fa3c6ba7a46b,A,,background,weak,,none,
R00036381,15b096dba4cc0e248ec6be8ba77c1bd4a3df4fd563eab799200926e42edb8a70,A,,background,weak,,none,
R00036382,5f9ee934d0fd400ec230394ec8a5159ed163ffde37e85c790ab26942c2897346,A,,background,weak,,none,
R00036383,cc6c9ed5144c183872f185f0958dff8adb2db75024204acb82586f0d5dde0860,A,,background,weak,,none,
R00036384,ea0d5984f4fb198ba7ea26a8f0836c67d5c1a6faca94e7ff48031342b785e5a8,A,,background,weak,,none,
R00036385,23018134857be13110b1d7516851334327041a03f61ad40fde1f3040110414fa,A,,background,weak,,none,
R00036386,30c37ab54a074b2ad6971480b012c3c0d0874db5e29fa93547a9b6e01199b5d3,A,,background,weak,,none,
R00036387,da0440ee90b2f85ae27940d74a1814a11c5940e46a762e66d4e8ffe9e0177492,A,,background,weak,,none,
R00036388,d47215ed85b0749533cef7d68aae563ea820623aa10290664183356b7672c70b,A,,background,weak,,none,
R00036389,6f628631fd3b3c50b7656e6cb11a4af5ef9301503aa128087e2b9f7b8b54688e,A,,background,weak,,none,
R00036390,5e590145a4ced16cc4b4dcfad0ee36f11279a6dcff3624bc887958a1ed9aa3d7,A,,background,weak,,none,
R00036391,dc5307fc6dc07fd2289fd7198d8c34251d8a2bf53e1debea0295a7d6df733bb4,A,,background,weak,,none,
R00036392,a1c95fae02d771a5b3b3cda5ebfdfd974666e34739a7aa4695e814a5fbdd1310,H,H-06,scenario_core,weak,graph,none,
R00036393,a6b1e3d9a2f5686c36a629b23cb59470c02f35f4241368a8d06f7abb2f0a907b,A,,background,weak,,none,
R00036394,b4504fa72a598889d84e829d4346c13771ad6b159a59b3fa01e10118b6bae1de,A,,background,weak,,none,
R00036395,81f3be9834c0a161f5b90de7e302682402446b4062a1bd0472d26df8c32ae7e2,A,,background,weak,,none,
R00036396,ff3c883a3241337e8ecdb1be3588ee2bc50ce36d880738be9943d2ff42e39d46,A,,background,weak,,none,
R00036397,f7227395541fb0e53a040489c2bcb89f90ac9fc570a856bf8385a4813fb3ad37,A,,background,weak,,none,
R00036398,475e8c13041bbb15fe5b70cd8c8d596279dfa88534aa190d2210f1d8526518db,A,,background,weak,,none,
R00036399,160f591f79fe3398541b1ca63bdfd8505912f8d9cc92a6a382b4c9858b8aa570,A,,background,weak,,none,
R00036400,bba482f081c52681b02edac3850e2c6e0897a0a8b31ea382b98305ab8232f92f,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036401,f0f68ad3114c1fc495f057024cfd77a53679914a79b5bb75fea0851b60dc4539,A,,background,weak,,none,
R00036402,c7f26e5cbe70dda3561cece57dc976b1c8634637ac1f225ffa5c8b783583117d,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036403,7e5688f13e59acf75a7b6d33fe0929e697f5b3e2f432ff090c2a9654ec39c1f8,A,,background,weak,,none,
R00036404,7e5688f13e59acf75a7b6d33fe0929e697f5b3e2f432ff090c2a9654ec39c1f8,A,,background,weak,,none,
R00036405,c2a1eabd2dbc1a43ce667737777712d37bd67ce97fd516a160ab88112d3dc3d6,H,H-06,scenario_core,weak,graph,none,
R00036406,65507b63b357a3f937a64a4c81914c2dce0727e94d0e02adde7694d705fba6d8,H,H-03,scenario_core,weak,graph,none,
R00036407,1f627c5fba1294fd6830cc176c0e5c411e88e11dd34e6fd1b115eed4aa66f3d6,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036408,84845987f39575721854a2a6bdfadc0a2e93f2bdbacc87f955d7676191ca0149,A,,background,weak,,none,
R00036409,67610ec24a4de5d4f7810c8a7379134c0770a0e8aad137ab4fc0292e018e2ced,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036410,43debb2990f5c0af113859ed44007cee5a513526f484a79eb960898117f1b7ba,A,,background,weak,,none,
R00036411,5e21dc0e7956e111052d0289c38bac334c68e8d97ac652df28c8836b6b22a811,A,,background,weak,,none,
R00036412,85348c110bf904b8c55e94301aeed0677c8df3f17859f19bf66435a4de03020c,A,,background,weak,,none,
R00036413,8ec64d452389525d1bfa80f69c21b20e846cae2d5e28eb755a7170d46dfd5040,A,,background,weak,,none,
R00036414,87b643d20d84632faa17e723f8e43f80ee45e0d5475d09a49f0d5ab67e649cd5,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036415,2c8aadc23a2dac2f7f02211df2529e670b0df3ec1a2b4fae6bf51c8a9900d156,A,,background,weak,,none,
R00036416,4c09ef8cdf2910eaab26451432440e9a537e5f9a1c274a96d4651837d9783284,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036417,3489dea98fdc30a634ac642a58716028eefcda27dae93a0a335581321653fccb,H,H-06,scenario_core,weak,graph,none,
R00036418,35fd954169ff7a433670b09fc84d43b705f779ecfbb53255ecbaa8a9dab2801d,A,,background,weak,,none,
R00036419,82df8d81e925f3b823907111407536c603c2f10eac9449003e06160b9f1345b1,A,,background,weak,,none,
R00036420,5128f20136c61e9d961dd1379b4a8520cdcc09711f01be8e9ae889f8c4c750d6,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036421,4e9ba6bb0cba2cf8fe8332e33b6679fabb4c79a961361f686ecb015805b235e7,C,C-11,scenario_core,strong,"flow,temporal",multi_hop,
R00036422,7d6cb7d03fefe9679af19d10220a31cb788ff627d7488e0e1f4a1d95a31d8270,A,,background,weak,,none,
